provincia,partido,localidad,link_indec,velocidad,accesos
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,3,103
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,12,263
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,14,1
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,15,189
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,100,1515
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,226.5,505
BUENOS AIRES,25 de Mayo,Agustín Mosconi,6854010,12,21
BUENOS AIRES,25 de Mayo,Agustín Mosconi,6854010,226.5,18
BUENOS AIRES,25 de Mayo,Del Valle,6854020,3,181
BUENOS AIRES,25 de Mayo,Del Valle,6854020,226.5,45
BUENOS AIRES,25 de Mayo,Ernestina,6854030,226.5,12
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,6,154
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,8,58
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,10,2
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,12,8
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,226.5,23
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,15,918
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,100,8
BUENOS AIRES,25 de Mayo,Pedernales,6854070,6,2
BUENOS AIRES,25 de Mayo,San Enrique,6854080,12,25
BUENOS AIRES,25 de Mayo,Valdés,6854090,12,64
BUENOS AIRES,25 de Mayo,Valdés,6854090,20,9
BUENOS AIRES,9 de Julio,12 de Octubre,6588030,3,11
BUENOS AIRES,9 de Julio,9 de Julio,6588100,3,213
BUENOS AIRES,9 de Julio,9 de Julio,6588100,15,7426
BUENOS AIRES,9 de Julio,9 de Julio,6588100,20,3041
BUENOS AIRES,9 de Julio,9 de Julio,6588100,100,1396
BUENOS AIRES,9 de Julio,9 de Julio,6588100,200,1
BUENOS AIRES,9 de Julio,9 de Julio,6588100,300,1943
BUENOS AIRES,9 de Julio,9 de Julio,6588100,600,2
BUENOS AIRES,9 de Julio,9 de Julio,6588100,1000,16
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),6588010,3,510
BUENOS AIRES,9 de Julio,Carlos María Naón,6588020,226.5,24
BUENOS AIRES,9 de Julio,Dudignac,6588040,1,8
BUENOS AIRES,9 de Julio,Dudignac,6588040,6,46
BUENOS AIRES,9 de Julio,Dudignac,6588040,10,52
BUENOS AIRES,9 de Julio,La Aurora  (Est. La Niña),6588050,226.5,38
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),6588060,2,193
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),6588060,226.5,40
BUENOS AIRES,9 de Julio,Morea,6588080,3,130
BUENOS AIRES,9 de Julio,Norumbega,6588090,226.5,12
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,3,42
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,15,89
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,30,21
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,100,1
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,3,772
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,6,4
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,7,276
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,10,114
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,15,207
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,0,15
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,0.5,2
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,1,6
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,2,1
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,5,1
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,6,42
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,10,239
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,20,109
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,25,85
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,30,2353
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,50,1297
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,300,94
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,500,3
BUENOS AIRES,25 de Mayo,Agustín Mosconi,6854010,20,10
BUENOS AIRES,25 de Mayo,Del Valle,6854020,0.5,1
BUENOS AIRES,25 de Mayo,Del Valle,6854020,10,10
BUENOS AIRES,25 de Mayo,Ernestina,6854030,5,80
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,15,7
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,30,2
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,65,1
BUENOS AIRES,25 de Mayo,Lucas Monteverde,6854050,226.5,27
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,5,135
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,6,798
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,25,131
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,50,94
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,70,8
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,226.5,100
BUENOS AIRES,25 de Mayo,Pedernales,6854070,10,306
BUENOS AIRES,25 de Mayo,Pedernales,6854070,15,3
BUENOS AIRES,25 de Mayo,Pedernales,6854070,50,347
BUENOS AIRES,25 de Mayo,Pedernales,6854070,226.5,33
BUENOS AIRES,25 de Mayo,San Enrique,6854080,20,11
BUENOS AIRES,25 de Mayo,San Enrique,6854080,226.5,52
BUENOS AIRES,25 de Mayo,Valdés,6854090,226.5,63
BUENOS AIRES,9 de Julio,12 de Octubre,6588030,226.5,32
BUENOS AIRES,9 de Julio,9 de Julio,6588100,0,135
BUENOS AIRES,9 de Julio,9 de Julio,6588100,1,6
BUENOS AIRES,9 de Julio,9 de Julio,6588100,5,169
BUENOS AIRES,9 de Julio,9 de Julio,6588100,6,25
BUENOS AIRES,9 de Julio,9 de Julio,6588100,7,235
BUENOS AIRES,9 de Julio,9 de Julio,6588100,10,55
BUENOS AIRES,9 de Julio,9 de Julio,6588100,30,907
BUENOS AIRES,9 de Julio,9 de Julio,6588100,50,460
BUENOS AIRES,9 de Julio,9 de Julio,6588100,226.5,299
BUENOS AIRES,9 de Julio,9 de Julio,6588100,500,33
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),6588010,226.5,44
BUENOS AIRES,9 de Julio,Carlos María Naón,6588020,20,63
BUENOS AIRES,9 de Julio,Dudignac,6588040,3,36
BUENOS AIRES,9 de Julio,Dudignac,6588040,4,247
BUENOS AIRES,9 de Julio,Dudignac,6588040,226.5,49
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),6588060,1,1
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),6588060,6,1
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,50,2083
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,80,240
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,300,45
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,500,9
BUENOS AIRES,Adolfo Alsina,Delfín Huergo,6007030,226.5,8
BUENOS AIRES,Adolfo Alsina,Espartillar,6007040,226.5,2
BUENOS AIRES,Adolfo Alsina,Maza,6007070,0,15
BUENOS AIRES,Adolfo Alsina,Maza,6007070,0.5,2
BUENOS AIRES,Adolfo Alsina,Maza,6007070,5,386
BUENOS AIRES,Adolfo Alsina,Rivera,6007080,40,1315
BUENOS AIRES,Adolfo Alsina,Rivera,6007080,70,35
BUENOS AIRES,Adolfo Alsina,Rivera,6007080,100,40
BUENOS AIRES,Adolfo Alsina,Rivera,6007080,226.5,46
BUENOS AIRES,Adolfo Alsina,Thames,6007010,226.5,8
BUENOS AIRES,Adolfo Alsina,Villa Margarita,6007100,226.5,5
BUENOS AIRES,Adolfo Alsina,Yutuyaco,6007110,226.5,30
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,3,46
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,10,201
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,12,1
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,15,1304
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,300,1
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020,0,7
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020,8,28
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020,226.5,61
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,6014030,226.5,27
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,6014040,4,2
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,6014040,226.5,5
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,0,8
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,3,6
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,15,115
BUENOS AIRES,Alberti,Coronel Seguí,6021020,226.5,7
BUENOS AIRES,Alberti,Mechita,6021030,5,10
BUENOS AIRES,Alberti,Villa Grisolía  (Est. Achupallas),6021050,226.5,29
BUENOS AIRES,Alberti,Villa Ortiz  (Est. Coronel Mom),6021070,226.5,3
BUENOS AIRES,Almirante Brown,Adrogué,6028010,1,25
BUENOS AIRES,Almirante Brown,Adrogué,6028010,4,7
BUENOS AIRES,Almirante Brown,Adrogué,6028010,5,1
BUENOS AIRES,Almirante Brown,Adrogué,6028010,30,1
BUENOS AIRES,Almirante Brown,Adrogué,6028010,46,45
BUENOS AIRES,Almirante Brown,Adrogué,6028010,99,139
BUENOS AIRES,Almirante Brown,Adrogué,6028010,100,3991
BUENOS AIRES,Almirante Brown,Adrogué,6028010,200,21
BUENOS AIRES,Almirante Brown,Adrogué,6028010,226.5,49
BUENOS AIRES,Almirante Brown,Adrogué,6028010,301,7
BUENOS AIRES,Almirante Brown,Adrogué,6028010,499,2500
BUENOS AIRES,Almirante Brown,Adrogué,6028010,600,1383
BUENOS AIRES,Almirante Brown,Adrogué,6028010,800,189
BUENOS AIRES,Almirante Brown,Adrogué,6028010,999,103
BUENOS AIRES,9 de Julio,Marcelino Ugarte  (Est. Dennehy),6588070,226.5,8
BUENOS AIRES,9 de Julio,Morea,6588080,226.5,29
BUENOS AIRES,9 de Julio,Patricios,6588110,3,50
BUENOS AIRES,9 de Julio,Patricios,6588110,15,90
BUENOS AIRES,9 de Julio,Patricios,6588110,30,2
BUENOS AIRES,9 de Julio,Patricios,6588110,226.5,20
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,20,92
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,50,7
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,226.5,33
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,100,98
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,226.5,112
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,6007020,3,208
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,6007020,226.5,43
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,6007050,3,60
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,6007050,226.5,5
BUENOS AIRES,Adolfo Alsina,La Pala,6007060,226.5,6
BUENOS AIRES,Adolfo Alsina,Maza,6007070,10,6
BUENOS AIRES,Adolfo Alsina,Maza,6007070,20,2
BUENOS AIRES,Adolfo Alsina,Maza,6007070,226.5,49
BUENOS AIRES,Adolfo Alsina,Rivera,6007080,0,9
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,1,2
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,5,2
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,6,26
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,8,310
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,30,43
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,50,1
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,226.5,121
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020,20,698
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020,50,3
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,6014030,4,65
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,6014040,3,12
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,1,2
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,2,1
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,5,1
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,6,6
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,9,1
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,10,33
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,226.5,61
BUENOS AIRES,Alberti,Coronel Seguí,6021020,15,5
BUENOS AIRES,Alberti,Mechita,6021030,3,275
BUENOS AIRES,Alberti,Mechita,6021030,226.5,19
BUENOS AIRES,Alberti,Pla,6021040,226.5,16
BUENOS AIRES,Alberti,Villa María,6021060,226.5,2
BUENOS AIRES,Alberti,Villa Ortiz  (Est. Coronel Mom),6021070,15,24
BUENOS AIRES,Almirante Brown,Burzaco,6028010,1,16
BUENOS AIRES,Almirante Brown,Burzaco,6028010,4,115
BUENOS AIRES,Almirante Brown,Burzaco,6028010,10,8
BUENOS AIRES,Almirante Brown,Burzaco,6028010,46,49
BUENOS AIRES,Almirante Brown,Burzaco,6028010,50,338
BUENOS AIRES,Almirante Brown,Burzaco,6028010,101,155
BUENOS AIRES,Almirante Brown,Burzaco,6028010,200,74
BUENOS AIRES,Almirante Brown,Burzaco,6028010,226.5,79
BUENOS AIRES,Almirante Brown,Burzaco,6028010,300,12028
BUENOS AIRES,Almirante Brown,Burzaco,6028010,302,175
BUENOS AIRES,Almirante Brown,Burzaco,6028010,400,7
BUENOS AIRES,Almirante Brown,Burzaco,6028010,500,316
BUENOS AIRES,Almirante Brown,Claypole,6028010,0,10
BUENOS AIRES,Almirante Brown,Claypole,6028010,3,3
BUENOS AIRES,Almirante Brown,Claypole,6028010,6,5
BUENOS AIRES,Almirante Brown,Claypole,6028010,10,1
BUENOS AIRES,Almirante Brown,Claypole,6028010,30,1
BUENOS AIRES,Almirante Brown,Claypole,6028010,45,1
BUENOS AIRES,Almirante Brown,Claypole,6028010,50,104
BUENOS AIRES,Almirante Brown,Claypole,6028010,101,22
BUENOS AIRES,Almirante Brown,Claypole,6028010,300,4578
BUENOS AIRES,Almirante Brown,Claypole,6028010,302,45
BUENOS AIRES,Almirante Brown,Claypole,6028010,400,3
BUENOS AIRES,Almirante Brown,Claypole,6028010,500,75
BUENOS AIRES,Almirante Brown,Claypole,6028010,940,362
BUENOS AIRES,Almirante Brown,Claypole,6028010,999,212
BUENOS AIRES,Almirante Brown,Claypole,6028010,1000,581
BUENOS AIRES,Almirante Brown,Don Orione,6028010,10,1
BUENOS AIRES,Almirante Brown,Don Orione,6028010,226.5,21
BUENOS AIRES,Almirante Brown,Glew,6028010,2,15
BUENOS AIRES,Almirante Brown,Glew,6028010,3,5
BUENOS AIRES,Almirante Brown,Glew,6028010,4,29
BUENOS AIRES,Almirante Brown,Glew,6028010,45,39
BUENOS AIRES,Almirante Brown,Glew,6028010,99,83
BUENOS AIRES,Almirante Brown,Glew,6028010,100,2275
BUENOS AIRES,Almirante Brown,Glew,6028010,226.5,28
BUENOS AIRES,Almirante Brown,Glew,6028010,300,9313
BUENOS AIRES,Almirante Brown,Glew,6028010,301,8
BUENOS AIRES,Almirante Brown,Glew,6028010,400,2
BUENOS AIRES,Almirante Brown,Glew,6028010,499,6374
BUENOS AIRES,Almirante Brown,Glew,6028010,800,200
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,1,1
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,10,1
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,99,68
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,100,1155
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,200,4
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,300,2968
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,499,3928
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,600,190
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,700,1
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,800,23
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,1000,458
BUENOS AIRES,Almirante Brown,Longchamps,6028010,10,4
BUENOS AIRES,Almirante Brown,Longchamps,6028010,15,1
BUENOS AIRES,Almirante Brown,Longchamps,6028010,46,31
BUENOS AIRES,Almirante Brown,Longchamps,6028010,50,249
BUENOS AIRES,Almirante Brown,Longchamps,6028010,100,2307
BUENOS AIRES,Almirante Brown,Longchamps,6028010,101,99
BUENOS AIRES,Almirante Brown,Longchamps,6028010,200,15
BUENOS AIRES,Almirante Brown,Longchamps,6028010,226.5,29
BUENOS AIRES,Almirante Brown,Longchamps,6028010,300,7592
BUENOS AIRES,Almirante Brown,Longchamps,6028010,302,121
BUENOS AIRES,Almirante Brown,Longchamps,6028010,400,3
BUENOS AIRES,Almirante Brown,Longchamps,6028010,940,722
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,0,19
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,1,3
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,5,1
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,6,1
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,30,3
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,99,39
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,499,3199
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,500,76
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,600,260
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,700,2
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,800,24
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,999,129
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,1000,515
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010,46,14
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010,99,22
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010,100,783
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010,200,3
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010,226.5,37
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010,499,2796
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010,600,462
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010,700,2
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010,800,57
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,1,30
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,4,339
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,5,1
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,6,52
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,10,3
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,46,55
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,50,208
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,101,117
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,200,12
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,226.5,7
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,300,9038
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,302,195
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,500,154
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,600,988
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,700,7
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,940,730
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,999,317
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,0,5
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,1,10
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,6,78
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,10,1
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,46,13
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,50,63
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,99,30
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,100,845
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,200,12
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,300,4344
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,301,1
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,499,3536
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,600,719
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,800,68
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,940,447
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,999,170
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,1000,386
BUENOS AIRES,Almirante Brown,San Jose,6028010,99,60
BUENOS AIRES,Almirante Brown,San Jose,6028010,226.5,13
BUENOS AIRES,Almirante Brown,San Jose,6028010,400,1
BUENOS AIRES,Almirante Brown,San Jose,6028010,499,7139
BUENOS AIRES,Almirante Brown,San Jose,6028010,800,15
BUENOS AIRES,Almirante Brown,San Jose,6028010,940,151
BUENOS AIRES,AMBA,Otros,0,15,0
BUENOS AIRES,Arrecifes,Arrecifes,6077010,0,84
BUENOS AIRES,Arrecifes,Arrecifes,6077010,0.5,1
BUENOS AIRES,Arrecifes,Arrecifes,6077010,3,395
BUENOS AIRES,Arrecifes,Arrecifes,6077010,4,202
BUENOS AIRES,Arrecifes,Arrecifes,6077010,15,285
BUENOS AIRES,Arrecifes,Arrecifes,6077010,20,4566
BUENOS AIRES,Arrecifes,Arrecifes,6077010,100,1355
BUENOS AIRES,Arrecifes,Todd,6077020,226.5,15
BUENOS AIRES,Arrecifes,Viña,6077030,226.5,18
BUENOS AIRES,Avellaneda,Area Reserva Cinturón Ecológico,6035010,226.5,40
BUENOS AIRES,Avellaneda,Avellaneda,6035010,2,1
BUENOS AIRES,Avellaneda,Avellaneda,6035010,5,3
BUENOS AIRES,Avellaneda,Avellaneda,6035010,19,1
BUENOS AIRES,Avellaneda,Avellaneda,6035010,20,41
BUENOS AIRES,Avellaneda,Avellaneda,6035010,99,116
BUENOS AIRES,Avellaneda,Avellaneda,6035010,100,5057
BUENOS AIRES,Avellaneda,Avellaneda,6035010,200,14
BUENOS AIRES,Avellaneda,Avellaneda,6035010,301,1
BUENOS AIRES,Avellaneda,Avellaneda,6035010,499,1705
BUENOS AIRES,Avellaneda,Avellaneda,6035010,600,812
BUENOS AIRES,Avellaneda,Avellaneda,6035010,700,3
BUENOS AIRES,Avellaneda,Avellaneda,6035010,800,46
BUENOS AIRES,Avellaneda,Avellaneda,6035010,1000,345
BUENOS AIRES,Avellaneda,Crucesita,6035010,1,1
BUENOS AIRES,Avellaneda,Crucesita,6035010,6,1
BUENOS AIRES,Avellaneda,Crucesita,6035010,10,1
BUENOS AIRES,Avellaneda,Crucesita,6035010,30,1
BUENOS AIRES,Avellaneda,Crucesita,6035010,50,135
BUENOS AIRES,Avellaneda,Crucesita,6035010,100,3140
BUENOS AIRES,Avellaneda,Crucesita,6035010,226.5,35
BUENOS AIRES,Avellaneda,Crucesita,6035010,300,2597
BUENOS AIRES,Avellaneda,Crucesita,6035010,500,209
BUENOS AIRES,Avellaneda,Crucesita,6035010,600,212
BUENOS AIRES,Avellaneda,Crucesita,6035010,999,50
BUENOS AIRES,Avellaneda,Crucesita,6035010,1000,265
BUENOS AIRES,Avellaneda,Dock Sud,6035010,24,23
BUENOS AIRES,Avellaneda,Dock Sud,6035010,50,16
BUENOS AIRES,Avellaneda,Dock Sud,6035010,100,1426
BUENOS AIRES,Avellaneda,Dock Sud,6035010,226.5,73
BUENOS AIRES,Avellaneda,Dock Sud,6035010,300,447
BUENOS AIRES,Avellaneda,Dock Sud,6035010,499,474
BUENOS AIRES,Avellaneda,Dock Sud,6035010,600,95
BUENOS AIRES,Avellaneda,Dock Sud,6035010,1000,47
BUENOS AIRES,Avellaneda,Gerli,6035010,0,63
BUENOS AIRES,Avellaneda,Gerli,6035010,99,60
BUENOS AIRES,Avellaneda,Gerli,6035010,226.5,38
BUENOS AIRES,Avellaneda,Gerli,6035010,499,2158
BUENOS AIRES,Avellaneda,Gerli,6035010,999,86
BUENOS AIRES,Avellaneda,Pineyro,6035010,0,143
BUENOS AIRES,Avellaneda,Pineyro,6035010,2,1
BUENOS AIRES,Avellaneda,Pineyro,6035010,99,72
BUENOS AIRES,Avellaneda,Pineyro,6035010,100,2721
BUENOS AIRES,Avellaneda,Pineyro,6035010,499,1976
BUENOS AIRES,Avellaneda,Pineyro,6035010,999,61
BUENOS AIRES,Avellaneda,Pineyro,6035010,1000,312
BUENOS AIRES,Avellaneda,Sarandí,6035010,0,124
BUENOS AIRES,Avellaneda,Sarandí,6035010,0.51,1
BUENOS AIRES,Avellaneda,Sarandí,6035010,3,5
BUENOS AIRES,Avellaneda,Sarandí,6035010,6,2
BUENOS AIRES,Avellaneda,Sarandí,6035010,20,3
BUENOS AIRES,Avellaneda,Sarandí,6035010,30,3
BUENOS AIRES,Avellaneda,Sarandí,6035010,45,2
BUENOS AIRES,Avellaneda,Sarandí,6035010,99,138
BUENOS AIRES,Avellaneda,Sarandí,6035010,301,3
BUENOS AIRES,Avellaneda,Sarandí,6035010,499,3338
BUENOS AIRES,Avellaneda,Sarandí,6035010,700,3
BUENOS AIRES,Avellaneda,Sarandí,6035010,800,62
BUENOS AIRES,Avellaneda,Sarandí,6035010,999,119
BUENOS AIRES,Avellaneda,Sarandí,6035010,1000,506
BUENOS AIRES,Avellaneda,Villa Domínico,6035010,0,71
BUENOS AIRES,Avellaneda,Villa Domínico,6035010,1,8
BUENOS AIRES,Avellaneda,Villa Domínico,6035010,3,5
BUENOS AIRES,Avellaneda,Villa Domínico,6035010,6,4
BUENOS AIRES,Avellaneda,Villa Domínico,6035010,7,2
BUENOS AIRES,Avellaneda,Villa Domínico,6035010,25,92
BUENOS AIRES,Avellaneda,Villa Domínico,6035010,30,8
