anio;trimestre;provincia;velocidad;accesos
2017;4;Entre Ríos;1.2;9071
2017;4;Entre Ríos;2.2;3420
2017;4;Entre Ríos;3.2;1903
2017;4;Entre Ríos;4;14662
2017;4;Entre Ríos;4.5;11377
2017;4;Entre Ríos;6;984
2017;4;Entre Ríos;6.4;63120
2017;4;Entre Ríos;9;12885
2017;4;Entre Ríos;10;1
2017;4;Entre Ríos;10.1;32303
2017;4;Entre Ríos;12.3;14708
2017;4;Entre Ríos;16;19
2017;4;Entre Ríos;19;1007
2017;4;Entre Ríos;20.5;14276
2017;4;Entre Ríos;25.1;7704
2017;4;Entre Ríos;31;273
2017;4;Entre Ríos;36;335
2017;4;Entre Ríos;46;58
2017;4;Entre Ríos;50.1;2721
2017;4;Entre Ríos;71;1
2017;4;Entre Ríos;100.1;319
2017;4;Entre Ríos;155;660
2017;4;Formosa;0.512;1110
2017;4;Formosa;1;191
2017;4;Formosa;1.2;3870
2017;4;Formosa;2.2;122
2017;4;Formosa;3.2;342
2017;4;Formosa;4;1202
2017;4;Formosa;6;52
2017;4;Formosa;6.4;11502
2017;4;Formosa;9;1
2017;4;Formosa;10.1;4866
2017;4;Formosa;12.3;1638
2017;4;Formosa;16;2
2017;4;Formosa;19;29
2017;4;Formosa;20.5;5327
2017;4;Formosa;25.1;397
2017;4;Formosa;31;584
2017;4;Formosa;50.1;776
2017;4;Formosa;100.1;31
2017;4;Formosa;155;13
2017;4;Jujuy;0.512;345
2017;4;Jujuy;1;2153
2017;4;Jujuy;1.2;3211
2017;4;Jujuy;3.2;13
2017;4;Jujuy;4;9511
2017;4;Jujuy;6.4;17042
2017;4;Jujuy;9;36
2017;4;Jujuy;10.1;7685
2017;4;Jujuy;16;15
2017;4;Jujuy;20.5;3492
2017;4;Jujuy;31;44
2017;4;Jujuy;155;3
2017;4;La Pampa;0.256;3503
2017;4;La Pampa;0.512;310
2017;4;La Pampa;1;7350
2017;4;La Pampa;1.2;1379
2017;4;La Pampa;2.2;1213
2017;4;La Pampa;3.2;3635
2017;4;La Pampa;4;43451
2017;4;La Pampa;4.5;1
2017;4;La Pampa;6;4979
2017;4;La Pampa;6.4;12774
2017;4;La Pampa;9;1129
2017;4;La Pampa;10.1;98
2017;4;La Pampa;12.3;430
2017;4;La Pampa;16;343
2017;4;La Pampa;19;10
2017;4;La Pampa;20.5;9
2017;4;La Pampa;25.1;390
2017;4;La Pampa;31;11
2017;4;La Pampa;50.1;68
2017;4;La Pampa;100.1;3
2017;4;La Rioja;0.512;9
2017;4;La Rioja;1;1
2017;4;La Rioja;1.2;1487
2017;4;La Rioja;3.2;2
2017;4;La Rioja;4;31591
2017;4;La Rioja;6.4;9184
2017;4;La Rioja;10.1;4083
2017;4;La Rioja;16;3650
2017;4;La Rioja;20.5;2163
2017;4;La Rioja;31;24
2017;4;La Rioja;50.1;1
2017;4;Mendoza;0.512;26
2017;4;Mendoza;1;14
2017;4;Mendoza;1.2;1642
2017;4;Mendoza;2.2;2228
2017;4;Mendoza;3.2;3326
2017;4;Mendoza;4;13169
2017;4;Mendoza;4.5;255
2017;4;Mendoza;6.4;158668
2017;4;Mendoza;9;13
2017;4;Mendoza;10;250
2017;4;Mendoza;10.1;175
2017;4;Mendoza;12.3;78
2017;4;Mendoza;16;63
2017;4;Mendoza;20.5;137
2017;4;Mendoza;25.1;20
2017;4;Mendoza;31;28
2017;4;Mendoza;50.1;56
2017;4;Mendoza;100.1;6
2017;4;Misiones;0.512;1053
2017;4;Misiones;1.2;3900
2017;4;Misiones;2.2;18
2017;4;Misiones;3.2;1909
2017;4;Misiones;4;7
2017;4;Misiones;4.5;4631
2017;4;Misiones;6;10
2017;4;Misiones;6.4;35148
2017;4;Misiones;9;7414
2017;4;Misiones;10.1;15717
2017;4;Misiones;12.3;12350
2017;4;Misiones;16;6
2017;4;Misiones;19;816
2017;4;Misiones;20.5;9090
2017;4;Misiones;25.1;8585
2017;4;Misiones;31;525
2017;4;Misiones;36;96
2017;4;Misiones;46;21
2017;4;Misiones;50.1;2348
2017;4;Misiones;100.1;233
2017;4;Misiones;155;18
2017;4;Neuquén;0.256;6105
2017;4;Neuquén;0.512;1396
2017;4;Neuquén;1;1075
2017;4;Neuquén;1.2;1297
2017;4;Neuquén;2.2;212
2017;4;Neuquén;3.2;316
2017;4;Neuquén;4;26902
2017;4;Neuquén;4.5;104
2017;4;Neuquén;6;122
2017;4;Neuquén;6.4;40380
2017;4;Neuquén;9;808
2017;4;Neuquén;10.1;517
2017;4;Neuquén;12.3;20777
2017;4;Neuquén;16;7
2017;4;Neuquén;19;1863
2017;4;Neuquén;20.5;134
2017;4;Neuquén;25.1;7327
2017;4;Neuquén;31;242
2017;4;Neuquén;50.1;5579
2017;4;Neuquén;100.1;680
2017;4;Río Negro;0.256;3719
2017;4;Río Negro;0.512;409
2017;4;Río Negro;1;198
2017;4;Río Negro;1.2;5400
2017;4;Río Negro;2.2;2161
2017;4;Río Negro;3.2;525
2017;4;Río Negro;4;3939
2017;4;Río Negro;4.5;267
2017;4;Río Negro;6;838
2017;4;Río Negro;6.4;73348
2017;4;Río Negro;9;73
2017;4;Río Negro;10.1;412
2017;4;Río Negro;12.3;11382
2017;4;Río Negro;16;21
2017;4;Río Negro;19;1020
2017;4;Río Negro;20.5;79
2017;4;Río Negro;25.1;3354
2017;4;Río Negro;31;128
2017;4;Río Negro;41;2
2017;4;Río Negro;50.1;2158
2017;4;Río Negro;100.1;245
2017;4;Salta;0.512;636
2017;4;Salta;1;132
2017;4;Salta;1.2;4143
2017;4;Salta;2.2;15
2017;4;Salta;3.2;158
2017;4;Salta;4;21608
2017;4;Salta;6;6
2017;4;Salta;6.4;51497
2017;4;Salta;9;7733
2017;4;Salta;10.1;25109
2017;4;Salta;12.3;5668
2017;4;Salta;16;189
2017;4;Salta;20.5;13111
2017;4;Salta;25.1;3229
2017;4;Salta;31;359
2017;4;Salta;50.1;45
2017;4;Salta;155;10
2017;4;San Juan;0.512;22
2017;4;San Juan;1;1031
2017;4;San Juan;1.2;31
2017;4;San Juan;3.2;27
2017;4;San Juan;4;1677
2017;4;San Juan;6;1
2017;4;San Juan;6.4;55820
2017;4;San Juan;9;1
2017;4;San Juan;10.1;8
2017;4;San Juan;31;4
2017;4;San Luis;0.256;1902
2017;4;San Luis;0.512;59
2017;4;San Luis;1;1
2017;4;San Luis;1.2;100
2017;4;San Luis;3.2;5
2017;4;San Luis;4;1136
2017;4;San Luis;6;1
2017;4;San Luis;6.4;11680
2017;4;San Luis;9;7
2017;4;San Luis;10.1;1
2017;4;San Luis;25.1;1
2017;4;San Luis;31;7
2017;4;Santa Cruz;0.512;68
2017;4;Santa Cruz;1.2;78
2017;4;Santa Cruz;2.2;143
2017;4;Santa Cruz;3.2;2972
2017;4;Santa Cruz;4;6294
2017;4;Santa Cruz;6;1610
2017;4;Santa Cruz;6.4;18054
2017;4;Santa Cruz;9;2
2017;4;Santa Cruz;10.1;653
2017;4;Santa Cruz;16;66
2017;4;Santa Cruz;20.5;34
2017;4;Santa Cruz;31;1
2017;4;Santa Cruz;41;3
2017;4;Santa Fe;0.256;14119
2017;4;Santa Fe;0.512;3109
2017;4;Santa Fe;1;7637
2017;4;Santa Fe;1.2;26495
2017;4;Santa Fe;2.2;3994
2017;4;Santa Fe;3.2;10009
2017;4;Santa Fe;4;93221
2017;4;Santa Fe;4.5;8068
2017;4;Santa Fe;6;3785
2017;4;Santa Fe;6.4;190921
2017;4;Santa Fe;7.5;45
2017;4;Santa Fe;9;28663
2017;4;Santa Fe;10.1;80231
2017;4;Santa Fe;12.3;81931
2017;4;Santa Fe;14;1
2017;4;Santa Fe;16;5213
2017;4;Santa Fe;19;8289
2017;4;Santa Fe;20.5;55895
2017;4;Santa Fe;22;24
2017;4;Santa Fe;25.1;27074
2017;4;Santa Fe;31;3877
2017;4;Santa Fe;36;387
2017;4;Santa Fe;41;2
2017;4;Santa Fe;46;77
2017;4;Santa Fe;50.1;14755
2017;4;Santa Fe;61;1
2017;4;Santa Fe;97;1
2017;4;Santa Fe;100.1;2538
2017;4;Santa Fe;155;1602
2017;4;Santiago Del Estero;0.512;41
2017;4;Santiago Del Estero;1;909
2017;4;Santiago Del Estero;1.2;2182
2017;4;Santiago Del Estero;2.2;13
2017;4;Santiago Del Estero;3.2;3
2017;4;Santiago Del Estero;4;28772
2017;4;Santiago Del Estero;6.4;14756
2017;4;Santiago Del Estero;9;11710
2017;4;Santiago Del Estero;10.1;7063
2017;4;Santiago Del Estero;16;27
2017;4;Santiago Del Estero;20.5;3332
2017;4;Santiago Del Estero;25.1;16
2017;4;Santiago Del Estero;31;18
2017;4;Tierra Del Fuego;0.512;6
2017;4;Tierra Del Fuego;1;282
2017;4;Tierra Del Fuego;1.2;28
2017;4;Tierra Del Fuego;3.2;4
2017;4;Tierra Del Fuego;4;9424
2017;4;Tierra Del Fuego;4.5;1
2017;4;Tierra Del Fuego;6.4;21905
2017;4;Tierra Del Fuego;10.1;2
2017;4;Tucumán;0.512;105
2017;4;Tucumán;1;1
2017;4;Tucumán;1.2;8163
2017;4;Tucumán;3.2;159
2017;4;Tucumán;4;8017
2017;4;Tucumán;6;9
2017;4;Tucumán;6.4;70565
2017;4;Tucumán;10.1;45241
2017;4;Tucumán;16;76
2017;4;Tucumán;20.5;24242
2017;4;Tucumán;31;1303
2017;4;Tucumán;155;4367
2018;1;Buenos Aires;0.256;105818
2018;1;Buenos Aires;0.512;1514
2018;1;Buenos Aires;1;34849
2018;1;Buenos Aires;1.2;39917
2018;1;Buenos Aires;2.2;44592
2018;1;Buenos Aires;3.2;38995
2018;1;Buenos Aires;4;123030
2018;1;Buenos Aires;4.5;5515
2018;1;Buenos Aires;6;4783
2018;1;Buenos Aires;6.4;1228837
2018;1;Buenos Aires;7.5;1806
2018;1;Buenos Aires;9;11235
2018;1;Buenos Aires;10;79
2018;1;Buenos Aires;10.1;279612
2018;1;Buenos Aires;12;6
2018;1;Buenos Aires;12.3;607979
2018;1;Buenos Aires;14;2
2018;1;Buenos Aires;15;1
2018;1;Buenos Aires;16;47829
2018;1;Buenos Aires;17;112
2018;1;Buenos Aires;19;46193
2018;1;Buenos Aires;20.5;184556
2018;1;Buenos Aires;22;1
2018;1;Buenos Aires;25;2
2018;1;Buenos Aires;25.1;202165
2018;1;Buenos Aires;31;279058
2018;1;Buenos Aires;41;10
2018;1;Buenos Aires;50;1
2018;1;Buenos Aires;50.1;146463
2018;1;Buenos Aires;61;1
2018;1;Buenos Aires;71;2
2018;1;Buenos Aires;97;1
2018;1;Buenos Aires;100.1;34507
2018;1;Buenos Aires;122;2
2018;1;Buenos Aires;155;2227
2018;1;CABA;0.512;89
2018;1;CABA;1;16
2018;1;CABA;1.2;10023
2018;1;CABA;2.2;889
2018;1;CABA;3.2;3142
2018;1;CABA;4;248
2018;1;CABA;4.5;1051
2018;1;CABA;6;5741
2018;1;CABA;6.4;281495
2018;1;CABA;7.5;21
2018;1;CABA;9;92
2018;1;CABA;10;5
2018;1;CABA;10.1;222619
2018;1;CABA;12;5
2018;1;CABA;12.3;381791
2018;1;CABA;16;433
2018;1;CABA;17;3
2018;1;CABA;18;1
2018;1;CABA;19;36086
2018;1;CABA;20.5;69507
2018;1;CABA;25;1
2018;1;CABA;25.1;144901
2018;1;CABA;31;83068
2018;1;CABA;36;7
2018;1;CABA;41;23
2018;1;CABA;50.1;100577
2018;1;CABA;61;8
2018;1;CABA;66;1
2018;1;CABA;71;5
2018;1;CABA;81;2
2018;1;CABA;100.1;25133
2018;1;CABA;120;2
2018;1;CABA;122;6
2018;1;CABA;131;2
2018;1;CABA;155;1601
2018;1;Catamarca;0.256;6500
2018;1;Catamarca;0.512;34
2018;1;Catamarca;1;1
2018;1;Catamarca;1.2;2895
2018;1;Catamarca;3.2;43
2018;1;Catamarca;6.4;14727
2018;1;Catamarca;10.1;6145
2018;1;Catamarca;16;2
2018;1;Catamarca;20.5;3537
2018;1;Catamarca;31;41
2018;1;Catamarca;155;4
2018;1;Chaco;0.256;1035
2018;1;Chaco;0.512;70
2018;1;Chaco;1.2;3261
2018;1;Chaco;2.2;22
2018;1;Chaco;3.2;41
2018;1;Chaco;4;1306
2018;1;Chaco;4.5;6536
2018;1;Chaco;6;7
2018;1;Chaco;6.4;24604
2018;1;Chaco;9;8915
2018;1;Chaco;10.1;15573
2018;1;Chaco;12.3;11516
2018;1;Chaco;16;25
2018;1;Chaco;19;639
2018;1;Chaco;20.5;11116
2018;1;Chaco;25.1;7612
2018;1;Chaco;31;640
2018;1;Chaco;36;522
2018;1;Chaco;46;107
2018;1;Chaco;50.1;2788
2018;1;Chaco;100.1;373
2018;1;Chaco;155;74
2018;1;Chubut;0.256;5010
2018;1;Chubut;0.512;67
2018;1;Chubut;1;3084
2018;1;Chubut;1.2;1230
2018;1;Chubut;2.2;1104
2018;1;Chubut;3.2;7760
2018;1;Chubut;4;7745
2018;1;Chubut;4.5;534
2018;1;Chubut;6;54
2018;1;Chubut;6.4;65964
2018;1;Chubut;9;2543
2018;1;Chubut;10.1;2815
2018;1;Chubut;12.3;4
2018;1;Chubut;25.1;3
2018;1;Chubut;31;2
2018;1;Chubut;50.1;9
2018;1;Córdoba;0.256;10049
2018;1;Córdoba;0.512;281
2018;1;Córdoba;1;3024
2018;1;Córdoba;1.2;20898
2018;1;Córdoba;2.2;3313
2018;1;Córdoba;3.2;11366
2018;1;Córdoba;4;46043
2018;1;Córdoba;4.5;8596
2018;1;Córdoba;6;5207
2018;1;Córdoba;6.4;148290
2018;1;Córdoba;7.5;134
2018;1;Córdoba;9;10646
2018;1;Córdoba;10.1;93520
2018;1;Córdoba;12;2
2018;1;Córdoba;12.3;183902
2018;1;Córdoba;16;979
2018;1;Córdoba;19;13662
2018;1;Córdoba;20.5;67714
2018;1;Córdoba;25.1;52725
2018;1;Córdoba;31;4423
2018;1;Córdoba;50.1;22354
2018;1;Córdoba;66;1
2018;1;Córdoba;71;1
2018;1;Córdoba;100.1;3773
2018;1;Córdoba;155;3088
2018;1;Corrientes;0.512;11
2018;1;Corrientes;1.2;5005
2018;1;Corrientes;2.2;1335
2018;1;Corrientes;3.2;85
2018;1;Corrientes;4;690
2018;1;Corrientes;4.5;6923
2018;1;Corrientes;6;1
2018;1;Corrientes;6.4;28118
2018;1;Corrientes;9;8540
2018;1;Corrientes;10.1;15498
2018;1;Corrientes;12.3;9977
2018;1;Corrientes;16;9
2018;1;Corrientes;19;645
2018;1;Corrientes;20.5;8437
2018;1;Corrientes;25.1;5705
2018;1;Corrientes;31;185
2018;1;Corrientes;36;488
2018;1;Corrientes;46;131
2018;1;Corrientes;50.1;2283
2018;1;Corrientes;100.1;341
2018;1;Corrientes;155;13
2018;1;Entre Ríos;0.512;18
2018;1;Entre Ríos;1;1
2018;1;Entre Ríos;1.2;8860
2018;1;Entre Ríos;2.2;4872
2018;1;Entre Ríos;3.2;3467
2018;1;Entre Ríos;4;3541
2018;1;Entre Ríos;4.5;19827
2018;1;Entre Ríos;6;982
2018;1;Entre Ríos;6.4;57391
2018;1;Entre Ríos;9;12878
2018;1;Entre Ríos;10;1
2018;1;Entre Ríos;10.1;32720
2018;1;Entre Ríos;12.3;22093
2018;1;Entre Ríos;16;15
2018;1;Entre Ríos;19;894
2018;1;Entre Ríos;20.5;14399
2018;1;Entre Ríos;25.1;9571
2018;1;Entre Ríos;31;247
2018;1;Entre Ríos;36;335
2018;1;Entre Ríos;46;58
2018;1;Entre Ríos;50.1;3253
2018;1;Entre Ríos;71;1
2018;1;Entre Ríos;100.1;405
2018;1;Entre Ríos;155;1019
2018;1;Formosa;0.512;1110
2018;1;Formosa;1;191
2018;1;Formosa;1.2;3612
2018;1;Formosa;2.2;773
2018;1;Formosa;3.2;732
2018;1;Formosa;4;1202
2018;1;Formosa;4.5;14
2018;1;Formosa;6;52
2018;1;Formosa;6.4;7319
2018;1;Formosa;10.1;5117
2018;1;Formosa;12.3;4346
2018;1;Formosa;16;2
2018;1;Formosa;19;27
2018;1;Formosa;20.5;5686
2018;1;Formosa;25.1;544
2018;1;Formosa;31;547
2018;1;Formosa;50.1;994
2018;1;Formosa;100.1;34
2018;1;Formosa;155;18
2018;1;Jujuy;0.512;345
2018;1;Jujuy;1;1892
2018;1;Jujuy;1.2;2915
2018;1;Jujuy;3.2;4113
2018;1;Jujuy;4;6604
2018;1;Jujuy;6.4;16502
2018;1;Jujuy;9;36
2018;1;Jujuy;10.1;8008
2018;1;Jujuy;16;15
2018;1;Jujuy;20.5;3910
2018;1;Jujuy;31;49
2018;1;Jujuy;155;4
2018;1;La Pampa;0.256;3503
2018;1;La Pampa;0.512;245
2018;1;La Pampa;1;6738
2018;1;La Pampa;1.2;1381
2018;1;La Pampa;2.2;4766
2018;1;La Pampa;3.2;11013
2018;1;La Pampa;4;33662
2018;1;La Pampa;4.5;241
2018;1;La Pampa;6;4979
2018;1;La Pampa;6.4;12443
2018;1;La Pampa;9;1518
2018;1;La Pampa;10.1;98
2018;1;La Pampa;12.3;630
2018;1;La Pampa;16;431
2018;1;La Pampa;19;6
2018;1;La Pampa;20.5;9
2018;1;La Pampa;25.1;613
2018;1;La Pampa;31;11
2018;1;La Pampa;50.1;85
2018;1;La Pampa;100.1;3
2018;1;La Rioja;0.512;9
2018;1;La Rioja;1;1
2018;1;La Rioja;1.2;1484
2018;1;La Rioja;3.2;2
2018;1;La Rioja;4;31590
2018;1;La Rioja;6.4;9088
2018;1;La Rioja;10.1;4217
2018;1;La Rioja;16;3650
2018;1;La Rioja;20.5;2181
2018;1;La Rioja;31;19
2018;1;La Rioja;50.1;1
2018;1;Mendoza;0.256;33788
2018;1;Mendoza;0.512;20
2018;1;Mendoza;1;13
2018;1;Mendoza;1.2;1649
2018;1;Mendoza;2.2;2228
2018;1;Mendoza;3.2;3326
2018;1;Mendoza;4;93
2018;1;Mendoza;4.5;255
2018;1;Mendoza;6.4;158697
2018;1;Mendoza;9;16
2018;1;Mendoza;10;250
2018;1;Mendoza;10.1;235
2018;1;Mendoza;12.3;78
2018;1;Mendoza;16;50
2018;1;Mendoza;20.5;138
2018;1;Mendoza;25.1;5
2018;1;Mendoza;31;24
2018;1;Mendoza;50.1;56
2018;1;Mendoza;100.1;6
2018;1;Misiones;0.512;48
2018;1;Misiones;1.2;4700
2018;1;Misiones;2.2;95
2018;1;Misiones;3.2;1966
2018;1;Misiones;4;1
2018;1;Misiones;4.5;4635
2018;1;Misiones;6;12
2018;1;Misiones;6.4;29111
2018;1;Misiones;9;7408
2018;1;Misiones;10.1;15883
2018;1;Misiones;12.3;16140
2018;1;Misiones;16;5
2018;1;Misiones;19;703
2018;1;Misiones;20.5;9375
2018;1;Misiones;25.1;9767
2018;1;Misiones;31;474
2018;1;Misiones;36;96
2018;1;Misiones;46;21
2018;1;Misiones;50.1;2726
2018;1;Misiones;100.1;357
2018;1;Misiones;155;19
2018;1;Neuquén;0.256;6105
2018;1;Neuquén;0.512;1396
2018;1;Neuquén;1;1071
2018;1;Neuquén;1.2;1296
2018;1;Neuquén;2.2;211
2018;1;Neuquén;3.2;313
2018;1;Neuquén;4;26896
2018;1;Neuquén;4.5;104
2018;1;Neuquén;6;121
2018;1;Neuquén;6.4;31823
2018;1;Neuquén;9;810
2018;1;Neuquén;10.1;501
2018;1;Neuquén;12.3;27179
2018;1;Neuquén;16;6
2018;1;Neuquén;19;1687
2018;1;Neuquén;20.5;140
2018;1;Neuquén;25.1;9504
2018;1;Neuquén;31;214
2018;1;Neuquén;50.1;6375
2018;1;Neuquén;100.1;994
2018;1;Río Negro;0.256;3975
2018;1;Río Negro;0.512;409
2018;1;Río Negro;1;197
2018;1;Río Negro;1.2;5136
2018;1;Río Negro;2.2;2142
2018;1;Río Negro;3.2;522
2018;1;Río Negro;4;2597
2018;1;Río Negro;4.5;1731
2018;1;Río Negro;6;1282
2018;1;Río Negro;6.4;66620
2018;1;Río Negro;9;73
2018;1;Río Negro;10.1;457
2018;1;Río Negro;12.3;16971
2018;1;Río Negro;16;21
2018;1;Río Negro;19;920
2018;1;Río Negro;20.5;85
2018;1;Río Negro;25.1;4877
2018;1;Río Negro;31;122
2018;1;Río Negro;41;2
2018;1;Río Negro;50.1;2674
2018;1;Río Negro;100.1;426
2018;1;Salta;0.512;116
2018;1;Salta;1;131
2018;1;Salta;1.2;4328
2018;1;Salta;2.2;1220
2018;1;Salta;3.2;5010
2018;1;Salta;4;16692
2018;1;Salta;6;6
2018;1;Salta;6.4;37406
2018;1;Salta;9;7730
2018;1;Salta;10.1;25358
2018;1;Salta;12.3;17135
2018;1;Salta;16;188
2018;1;Salta;20.5;13448
2018;1;Salta;25.1;4817
2018;1;Salta;31;342
2018;1;Salta;50.1;58
2018;1;Salta;155;16
2018;1;San Juan;0.256;5068
2018;1;San Juan;0.512;22
2018;1;San Juan;1;1026
2018;1;San Juan;1.2;32
2018;1;San Juan;3.2;27
2018;1;San Juan;4;1221
2018;1;San Juan;6;1
2018;1;San Juan;6.4;55829
2018;1;San Juan;9;3
2018;1;San Juan;10.1;8
2018;1;San Juan;31;3
2018;1;San Luis;0.256;9284
2018;1;San Luis;0.512;57
2018;1;San Luis;1.2;101
2018;1;San Luis;3.2;217
2018;1;San Luis;4;17
2018;1;San Luis;6;1
2018;1;San Luis;6.4;11685
2018;1;San Luis;9;10
2018;1;San Luis;10.1;1
2018;1;San Luis;25.1;1
2018;1;San Luis;31;8
2018;1;Santa Cruz;0.256;4267
2018;1;Santa Cruz;0.512;26
2018;1;Santa Cruz;1.2;120
2018;1;Santa Cruz;2.2;143
2018;1;Santa Cruz;3.2;5669
2018;1;Santa Cruz;4;3120
2018;1;Santa Cruz;6;1610
2018;1;Santa Cruz;6.4;18058
2018;1;Santa Cruz;9;2
2018;1;Santa Cruz;10.1;653
2018;1;Santa Cruz;16;66
2018;1;Santa Cruz;20.5;34
2018;1;Santa Cruz;31;1
2018;1;Santa Cruz;41;3
2018;1;Santa Fe;0.256;23181
2018;1;Santa Fe;0.512;1359
2018;1;Santa Fe;1;7593
2018;1;Santa Fe;1.2;26046
2018;1;Santa Fe;2.2;7668
2018;1;Santa Fe;3.2;18033
2018;1;Santa Fe;4;76682
