provincia,partido,localidad,tecnologia,link_indec,accesos
BUENOS AIRES,25 de Mayo,25 de Mayo,ADSL,6854100,392
BUENOS AIRES,25 de Mayo,25 de Mayo,CABLEMODEM,6854100,5238
BUENOS AIRES,25 de Mayo,25 de Mayo,FIBRA OPTICA,6854100,2
BUENOS AIRES,25 de Mayo,25 de Mayo,SATELITAL,6854100,818
BUENOS AIRES,25 de Mayo,25 de Mayo,WIRELESS,6854100,579
BUENOS AIRES,25 de Mayo,Agustín Mosconi,SATELITAL,6854010,18
BUENOS AIRES,25 de Mayo,Del Valle,ADSL,6854020,181
BUENOS AIRES,25 de Mayo,Del Valle,Otros,6854020,10
BUENOS AIRES,25 de Mayo,Del Valle,SATELITAL,6854020,46
BUENOS AIRES,25 de Mayo,Ernestina,ADSL,6854030,80
BUENOS AIRES,25 de Mayo,Ernestina,SATELITAL,6854030,12
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,FIBRA OPTICA,6854040,7
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,SATELITAL,6854040,23
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,WIRELESS,6854040,225
BUENOS AIRES,25 de Mayo,Lucas Monteverde,SATELITAL,6854050,27
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,CABLEMODEM,6854060,782
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,FIBRA OPTICA,6854060,1194
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,Otros,6854060,16
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,SATELITAL,6854060,100
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,WIRELESS,6854060,100
BUENOS AIRES,25 de Mayo,Pedernales,ADSL,6854070,304
BUENOS AIRES,25 de Mayo,Pedernales,FIBRA OPTICA,6854070,347
BUENOS AIRES,25 de Mayo,Pedernales,SATELITAL,6854070,33
BUENOS AIRES,25 de Mayo,Pedernales,WIRELESS,6854070,7
BUENOS AIRES,25 de Mayo,San Enrique,SATELITAL,6854080,52
BUENOS AIRES,25 de Mayo,Valdés,SATELITAL,6854090,63
BUENOS AIRES,9 de Julio,12 de Octubre,SATELITAL,6588030,32
BUENOS AIRES,9 de Julio,12 de Octubre,WIRELESS,6588030,19
BUENOS AIRES,9 de Julio,9 de Julio,ADSL,6588100,3110
BUENOS AIRES,9 de Julio,9 de Julio,CABLEMODEM,6588100,3521
BUENOS AIRES,9 de Julio,9 de Julio,DIAL UP,6588100,79
BUENOS AIRES,9 de Julio,9 de Julio,FIBRA OPTICA,6588100,8836
BUENOS AIRES,9 de Julio,9 de Julio,SATELITAL,6588100,306
BUENOS AIRES,9 de Julio,9 de Julio,WIRELESS,6588100,831
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),ADSL,6588010,450
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),Otros,6588010,60
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),SATELITAL,6588010,44
BUENOS AIRES,9 de Julio,Carlos María Naón,FIBRA OPTICA,6588020,62
BUENOS AIRES,9 de Julio,Carlos María Naón,SATELITAL,6588020,24
BUENOS AIRES,9 de Julio,Carlos María Naón,WIRELESS,6588020,1
BUENOS AIRES,9 de Julio,Dudignac,SATELITAL,6588040,49
BUENOS AIRES,9 de Julio,Dudignac,WIRELESS,6588040,474
BUENOS AIRES,9 de Julio,La Aurora  (Est. La Niña),SATELITAL,6588050,38
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),ADSL,6588060,193
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),FIBRA OPTICA,6588060,1
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),SATELITAL,6588060,40
BUENOS AIRES,9 de Julio,Marcelino Ugarte  (Est. Dennehy),SATELITAL,6588070,8
BUENOS AIRES,9 de Julio,Morea,SATELITAL,6588080,29
BUENOS AIRES,9 de Julio,Morea,WIRELESS,6588080,130
BUENOS AIRES,9 de Julio,Norumbega,SATELITAL,6588090,12
BUENOS AIRES,9 de Julio,Patricios,ADSL,6588110,90
BUENOS AIRES,9 de Julio,Patricios,FIBRA OPTICA,6588110,2
BUENOS AIRES,9 de Julio,Patricios,SATELITAL,6588110,20
BUENOS AIRES,9 de Julio,Patricios,WIRELESS,6588110,50
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),FIBRA OPTICA,6588120,210
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),SATELITAL,6588120,33
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),WIRELESS,6588120,42
BUENOS AIRES,Adolfo Alsina,Carhué,ADSL,6007010,887
BUENOS AIRES,Adolfo Alsina,Carhué,DIAL UP,6007010,1
BUENOS AIRES,Adolfo Alsina,Carhué,FIBRA OPTICA,6007010,1885
BUENOS AIRES,Adolfo Alsina,Carhué,SATELITAL,6007010,112
BUENOS AIRES,Adolfo Alsina,Carhué,WIRELESS,6007010,1073
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,FIBRA OPTICA,6007020,208
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,SATELITAL,6007020,43
BUENOS AIRES,Adolfo Alsina,Delfín Huergo,SATELITAL,6007030,8
BUENOS AIRES,Adolfo Alsina,Espartillar,SATELITAL,6007040,2
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,FIBRA OPTICA,6007050,60
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,SATELITAL,6007050,5
BUENOS AIRES,Adolfo Alsina,La Pala,SATELITAL,6007060,6
BUENOS AIRES,Adolfo Alsina,Maza,FIBRA OPTICA,6007070,395
BUENOS AIRES,Adolfo Alsina,Maza,SATELITAL,6007070,51
BUENOS AIRES,Adolfo Alsina,Maza,WIRELESS,6007070,14
BUENOS AIRES,Adolfo Alsina,Rivera,FIBRA OPTICA,6007080,1399
BUENOS AIRES,Adolfo Alsina,Rivera,SATELITAL,6007080,46
BUENOS AIRES,Adolfo Alsina,Thames,SATELITAL,6007010,8
BUENOS AIRES,Adolfo Alsina,Villa Margarita,SATELITAL,6007100,5
BUENOS AIRES,Adolfo Alsina,Yutuyaco,SATELITAL,6007110,30
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),ADSL,6014010,299
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),CABLEMODEM,6014010,1
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),DIAL UP,6014010,2
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),FIBRA OPTICA,6014010,942
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),SATELITAL,6014010,121
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),WIRELESS,6014010,690
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,FIBRA OPTICA,6014020,702
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,SATELITAL,6014020,61
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,WIRELESS,6014020,34
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,SATELITAL,6014030,27
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,WIRELESS,6014030,65
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,SATELITAL,6014040,5
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,WIRELESS,6014040,14
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),ADSL,6021010,159
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),DIAL UP,6021010,5
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),FIBRA OPTICA,6021010,8
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),SATELITAL,6021010,61
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),WIRELESS,6021010,2
BUENOS AIRES,Alberti,Coronel Seguí,SATELITAL,6021020,7
BUENOS AIRES,Alberti,Coronel Seguí,WIRELESS,6021020,5
BUENOS AIRES,Alberti,Mechita,ADSL,6021030,285
BUENOS AIRES,Alberti,Mechita,SATELITAL,6021030,19
BUENOS AIRES,Alberti,Pla,SATELITAL,6021040,16
BUENOS AIRES,Alberti,Villa Grisolía  (Est. Achupallas),SATELITAL,6021050,29
BUENOS AIRES,Alberti,Villa María,SATELITAL,6021060,2
BUENOS AIRES,Alberti,Villa Ortiz  (Est. Coronel Mom),SATELITAL,6021070,3
BUENOS AIRES,Alberti,Villa Ortiz  (Est. Coronel Mom),WIRELESS,6021070,24
BUENOS AIRES,Almirante Brown,Adrogué,ADSL,6028010,11
BUENOS AIRES,Almirante Brown,Adrogué,CABLEMODEM,6028010,9065
BUENOS AIRES,Almirante Brown,Adrogué,DIAL UP,6028010,44
BUENOS AIRES,Almirante Brown,Adrogué,FIBRA OPTICA,6028010,14258
BUENOS AIRES,Almirante Brown,Adrogué,Otros,6028010,103
BUENOS AIRES,Almirante Brown,Adrogué,SATELITAL,6028010,50
BUENOS AIRES,Almirante Brown,Adrogué,WIRELESS,6028010,27
BUENOS AIRES,Almirante Brown,Burzaco,ADSL,6028010,17
BUENOS AIRES,Almirante Brown,Burzaco,CABLEMODEM,6028010,15492
BUENOS AIRES,Almirante Brown,Burzaco,CELULAR,6028010,4
BUENOS AIRES,Almirante Brown,Burzaco,DIAL UP,6028010,33
BUENOS AIRES,Almirante Brown,Burzaco,FIBRA OPTICA,6028010,15408
BUENOS AIRES,Almirante Brown,Burzaco,Otros,6028010,11
BUENOS AIRES,Almirante Brown,Burzaco,SATELITAL,6028010,81
BUENOS AIRES,Almirante Brown,Burzaco,WIRELESS,6028010,273
BUENOS AIRES,Almirante Brown,Claypole,ADSL,6028010,1
BUENOS AIRES,Almirante Brown,Claypole,CABLEMODEM,6028010,7674
BUENOS AIRES,Almirante Brown,Claypole,CELULAR,6028010,13
BUENOS AIRES,Almirante Brown,Claypole,DIAL UP,6028010,3
BUENOS AIRES,Almirante Brown,Claypole,FIBRA OPTICA,6028010,5448
BUENOS AIRES,Almirante Brown,Claypole,Otros,6028010,3
BUENOS AIRES,Almirante Brown,Claypole,SATELITAL,6028010,9
BUENOS AIRES,Almirante Brown,Claypole,WIRELESS,6028010,1
BUENOS AIRES,Almirante Brown,Don Orione,CABLEMODEM,6028010,5113
BUENOS AIRES,Almirante Brown,Don Orione,FIBRA OPTICA,6028010,410
BUENOS AIRES,Almirante Brown,Don Orione,Otros,6028010,27
BUENOS AIRES,Almirante Brown,Don Orione,SATELITAL,6028010,21
BUENOS AIRES,Almirante Brown,Don Orione,WIRELESS,6028010,1
BUENOS AIRES,Almirante Brown,Glew,CABLEMODEM,6028010,8564
BUENOS AIRES,Almirante Brown,Glew,DIAL UP,6028010,9
BUENOS AIRES,Almirante Brown,Glew,FIBRA OPTICA,6028010,14198
BUENOS AIRES,Almirante Brown,Glew,SATELITAL,6028010,28
BUENOS AIRES,Almirante Brown,Glew,WIRELESS,6028010,54
BUENOS AIRES,Almirante Brown,Jose Mármol,CABLEMODEM,6028010,7346
BUENOS AIRES,Almirante Brown,Jose Mármol,DIAL UP,6028010,1
BUENOS AIRES,Almirante Brown,Jose Mármol,FIBRA OPTICA,6028010,2063
BUENOS AIRES,Almirante Brown,Jose Mármol,SATELITAL,6028010,12
BUENOS AIRES,Almirante Brown,Jose Mármol,WIRELESS,6028010,1
BUENOS AIRES,Almirante Brown,Longchamps,ADSL,6028010,8
BUENOS AIRES,Almirante Brown,Longchamps,CABLEMODEM,6028010,8878
BUENOS AIRES,Almirante Brown,Longchamps,CELULAR,6028010,9
BUENOS AIRES,Almirante Brown,Longchamps,DIAL UP,6028010,20
BUENOS AIRES,Almirante Brown,Longchamps,FIBRA OPTICA,6028010,9989
BUENOS AIRES,Almirante Brown,Longchamps,Otros,6028010,25
BUENOS AIRES,Almirante Brown,Longchamps,SATELITAL,6028010,29
BUENOS AIRES,Almirante Brown,Longchamps,WIRELESS,6028010,1
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,CABLEMODEM,6028010,4638
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,CELULAR,6028010,3
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,DIAL UP,6028010,2
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,FIBRA OPTICA,6028010,2193
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,Otros,6028010,4
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,SATELITAL,6028010,20
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,WIRELESS,6028010,1
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,ADSL,6028010,2
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,CABLEMODEM,6028010,3492
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,CELULAR,6028010,4
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,DIAL UP,6028010,3
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,FIBRA OPTICA,6028010,5075
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,Otros,6028010,1
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,SATELITAL,6028010,37
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,WIRELESS,6028010,1
BUENOS AIRES,Almirante Brown,Rafael Calzada,ADSL,6028010,5
BUENOS AIRES,Almirante Brown,Rafael Calzada,CABLEMODEM,6028010,11014
BUENOS AIRES,Almirante Brown,Rafael Calzada,CELULAR,6028010,9
BUENOS AIRES,Almirante Brown,Rafael Calzada,DIAL UP,6028010,14
BUENOS AIRES,Almirante Brown,Rafael Calzada,FIBRA OPTICA,6028010,11471
BUENOS AIRES,Almirante Brown,Rafael Calzada,Otros,6028010,1
BUENOS AIRES,Almirante Brown,Rafael Calzada,SATELITAL,6028010,7
BUENOS AIRES,Almirante Brown,Rafael Calzada,WIRELESS,6028010,340
BUENOS AIRES,Almirante Brown,San Francisco Solano,ADSL,6028010,1
BUENOS AIRES,Almirante Brown,San Francisco Solano,CABLEMODEM,6028010,4473
BUENOS AIRES,Almirante Brown,San Francisco Solano,CELULAR,6028010,1
BUENOS AIRES,Almirante Brown,San Francisco Solano,DIAL UP,6028010,4
BUENOS AIRES,Almirante Brown,San Francisco Solano,FIBRA OPTICA,6028010,6261
BUENOS AIRES,Almirante Brown,San Francisco Solano,Otros,6028010,1
BUENOS AIRES,Almirante Brown,San Francisco Solano,SATELITAL,6028010,7
BUENOS AIRES,Almirante Brown,San Francisco Solano,WIRELESS,6028010,1
BUENOS AIRES,Almirante Brown,San Jose,CABLEMODEM,6028010,8886
BUENOS AIRES,Almirante Brown,San Jose,CELULAR,6028010,2
BUENOS AIRES,Almirante Brown,San Jose,DIAL UP,6028010,1
BUENOS AIRES,Almirante Brown,San Jose,FIBRA OPTICA,6028010,1938
BUENOS AIRES,Almirante Brown,San Jose,SATELITAL,6028010,16
BUENOS AIRES,Almirante Brown,San Jose,WIRELESS,6028010,1
BUENOS AIRES,AMBA,Otros,CABLEMODEM,0,0
BUENOS AIRES,AMBA,Otros,OTROS,0,0
BUENOS AIRES,AMBA,Otros,WIRELESS,0,13
BUENOS AIRES,Arrecifes,Arrecifes,ADSL,6077010,524
BUENOS AIRES,Arrecifes,Arrecifes,CABLEMODEM,6077010,1356
BUENOS AIRES,Arrecifes,Arrecifes,DIAL UP,6077010,12
BUENOS AIRES,Arrecifes,Arrecifes,FIBRA OPTICA,6077010,7805
BUENOS AIRES,Arrecifes,Arrecifes,SATELITAL,6077010,228
BUENOS AIRES,Arrecifes,Arrecifes,WIRELESS,6077010,1127
BUENOS AIRES,Arrecifes,Todd,FIBRA OPTICA,6077020,375
BUENOS AIRES,Arrecifes,Todd,SATELITAL,6077020,15
BUENOS AIRES,Arrecifes,Viña,ADSL,6077030,50
BUENOS AIRES,Arrecifes,Viña,SATELITAL,6077030,18
BUENOS AIRES,Arrecifes,Viña,WIRELESS,6077030,25
BUENOS AIRES,Avellaneda,Area Reserva Cinturón Ecológico,SATELITAL,6035010,40
BUENOS AIRES,Avellaneda,Avellaneda,ADSL,6035010,76
BUENOS AIRES,Avellaneda,Avellaneda,CABLEMODEM,6035010,7811
BUENOS AIRES,Avellaneda,Avellaneda,CELULAR,6035010,1
BUENOS AIRES,Avellaneda,Avellaneda,DIAL UP,6035010,41
BUENOS AIRES,Avellaneda,Avellaneda,FIBRA OPTICA,6035010,9903
BUENOS AIRES,Avellaneda,Avellaneda,Otros,6035010,81
BUENOS AIRES,Avellaneda,Avellaneda,SATELITAL,6035010,57
BUENOS AIRES,Avellaneda,Avellaneda,WIRELESS,6035010,58
BUENOS AIRES,Avellaneda,Crucesita,CABLEMODEM,6035010,4502
BUENOS AIRES,Avellaneda,Crucesita,FIBRA OPTICA,6035010,3613
BUENOS AIRES,Avellaneda,Crucesita,Otros,6035010,35
BUENOS AIRES,Avellaneda,Crucesita,SATELITAL,6035010,35
BUENOS AIRES,Avellaneda,Dock Sud,ADSL,6035010,4
BUENOS AIRES,Avellaneda,Dock Sud,CABLEMODEM,6035010,565
BUENOS AIRES,Avellaneda,Dock Sud,CELULAR,6035010,16
BUENOS AIRES,Avellaneda,Dock Sud,FIBRA OPTICA,6035010,1970
BUENOS AIRES,Avellaneda,Dock Sud,Otros,6035010,1
BUENOS AIRES,Avellaneda,Dock Sud,SATELITAL,6035010,73
BUENOS AIRES,Avellaneda,Dock Sud,WIRELESS,6035010,23
BUENOS AIRES,Avellaneda,Gerli,CABLEMODEM,6035010,5261
BUENOS AIRES,Avellaneda,Gerli,FIBRA OPTICA,6035010,5392
BUENOS AIRES,Avellaneda,Gerli,Otros,6035010,4
BUENOS AIRES,Avellaneda,Gerli,SATELITAL,6035010,38
BUENOS AIRES,Avellaneda,Pineyro,CABLEMODEM,6035010,5199
BUENOS AIRES,Avellaneda,Pineyro,FIBRA OPTICA,6035010,3097
BUENOS AIRES,Avellaneda,Pineyro,Otros,6035010,3
BUENOS AIRES,Avellaneda,Pineyro,SATELITAL,6035010,18
BUENOS AIRES,Avellaneda,Sarandí,ADSL,6035010,9
BUENOS AIRES,Avellaneda,Sarandí,CABLEMODEM,6035010,8660
BUENOS AIRES,Avellaneda,Sarandí,CELULAR,6035010,7
BUENOS AIRES,Avellaneda,Sarandí,DIAL UP,6035010,53
BUENOS AIRES,Avellaneda,Sarandí,FIBRA OPTICA,6035010,16576
BUENOS AIRES,Avellaneda,Sarandí,Otros,6035010,36
BUENOS AIRES,Avellaneda,Sarandí,SATELITAL,6035010,55
BUENOS AIRES,Avellaneda,Villa Domínico,ADSL,6035010,2
BUENOS AIRES,Avellaneda,Villa Domínico,CABLEMODEM,6035010,7819
BUENOS AIRES,Avellaneda,Villa Domínico,CELULAR,6035010,9
BUENOS AIRES,Avellaneda,Villa Domínico,FIBRA OPTICA,6035010,8180
BUENOS AIRES,Avellaneda,Villa Domínico,Otros,6035010,7
BUENOS AIRES,Avellaneda,Villa Domínico,SATELITAL,6035010,32
BUENOS AIRES,Avellaneda,Villa Domínico,WIRELESS,6035010,520
BUENOS AIRES,Avellaneda,Wilde,ADSL,6035010,6
BUENOS AIRES,Avellaneda,Wilde,CABLEMODEM,6035010,10502
BUENOS AIRES,Avellaneda,Wilde,CELULAR,6035010,7
BUENOS AIRES,Avellaneda,Wilde,DIAL UP,6035010,58
BUENOS AIRES,Avellaneda,Wilde,FIBRA OPTICA,6035010,21095
BUENOS AIRES,Avellaneda,Wilde,Otros,6035010,7
BUENOS AIRES,Avellaneda,Wilde,SATELITAL,6035010,34
BUENOS AIRES,Avellaneda,Wilde,WIRELESS,6035010,123
BUENOS AIRES,Ayacucho,Ayacucho,ADSL,6042010,1262
BUENOS AIRES,Ayacucho,Ayacucho,CABLEMODEM,6042010,1
BUENOS AIRES,Ayacucho,Ayacucho,DIAL UP,6042010,2
BUENOS AIRES,Ayacucho,Ayacucho,FIBRA OPTICA,6042010,376
BUENOS AIRES,Ayacucho,Ayacucho,SATELITAL,6042010,353
BUENOS AIRES,Ayacucho,Ayacucho,WIRELESS,6042010,12
BUENOS AIRES,Ayacucho,La Constancia,SATELITAL,6042020,46
BUENOS AIRES,Ayacucho,La Constancia,WIRELESS,6042020,14
BUENOS AIRES,Ayacucho,Solanet,SATELITAL,6042030,64
BUENOS AIRES,Ayacucho,Solanet,WIRELESS,6042030,10
BUENOS AIRES,Ayacucho,Udaquiola,SATELITAL,6042040,73
BUENOS AIRES,Ayacucho,Udaquiola,WIRELESS,6042040,15
BUENOS AIRES,Azul,16 de Julio,SATELITAL,6049050,26
BUENOS AIRES,Azul,Ariel,SATELITAL,6049010,18
BUENOS AIRES,Azul,Azul,ADSL,6049020,301
BUENOS AIRES,Azul,Azul,CABLEMODEM,6049020,12521
BUENOS AIRES,Azul,Azul,DIAL UP,6049020,44
BUENOS AIRES,Azul,Azul,FIBRA OPTICA,6049020,7775
BUENOS AIRES,Azul,Azul,SATELITAL,6049020,464
BUENOS AIRES,Azul,Azul,WIRELESS,6049020,1158
BUENOS AIRES,Azul,Cacharí,CELULAR,6049030,1
BUENOS AIRES,Azul,Cacharí,DIAL UP,6049030,2
BUENOS AIRES,Azul,Cacharí,FIBRA OPTICA,6049030,1
BUENOS AIRES,Azul,Cacharí,SATELITAL,6049030,229
BUENOS AIRES,Azul,Cacharí,WIRELESS,6049030,521
BUENOS AIRES,Azul,Chillar,FIBRA OPTICA,6049040,2
BUENOS AIRES,Azul,Chillar,SATELITAL,6049040,847
BUENOS AIRES,Azul,Chillar,WIRELESS,6049040,565
BUENOS AIRES,Bahía Blanca,Bahía Blanca,ADSL,6056010,1185
BUENOS AIRES,Bahía Blanca,Bahía Blanca,CABLEMODEM,6056010,93786
BUENOS AIRES,Bahía Blanca,Bahía Blanca,DIAL UP,6056010,352
BUENOS AIRES,Bahía Blanca,Bahía Blanca,FIBRA OPTICA,6056010,35553
BUENOS AIRES,Bahía Blanca,Bahía Blanca,Otros,6056010,61
BUENOS AIRES,Bahía Blanca,Bahía Blanca,SATELITAL,6056010,1645
BUENOS AIRES,Bahía Blanca,Bahía Blanca,WIRELESS,6056010,3657
BUENOS AIRES,Bahía Blanca,Cabildo,CABLEMODEM,6056020,193
BUENOS AIRES,Bahía Blanca,Cabildo,DIAL UP,6056020,3
BUENOS AIRES,Bahía Blanca,Cabildo,FIBRA OPTICA,6056020,210
BUENOS AIRES,Bahía Blanca,Cabildo,SATELITAL,6056020,29
BUENOS AIRES,Bahía Blanca,Cabildo,WIRELESS,6056020,41
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),ADSL,6056030,15
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),CABLEMODEM,6056030,1528
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),FIBRA OPTICA,6056030,703
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),SATELITAL,6056030,168
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),WIRELESS,6056030,14
BUENOS AIRES,Bahía Blanca,Grunbein,SATELITAL,6056020,321
BUENOS AIRES,Bahía Blanca,Ingeniero White,FIBRA OPTICA,6056020,2
BUENOS AIRES,Bahía Blanca,Ingeniero White,SATELITAL,6056020,212
BUENOS AIRES,Bahía Blanca,Ingeniero White,WIRELESS,6056020,2
BUENOS AIRES,Bahía Blanca,Villa Bordeau,FIBRA OPTICA,6056020,1
BUENOS AIRES,Bahía Blanca,Villa Bordeau,SATELITAL,6056020,200
BUENOS AIRES,Bahía Blanca,Villa Espora,SATELITAL,6056020,16
BUENOS AIRES,Balcarce,Balcarce,ADSL,6063010,410
BUENOS AIRES,Balcarce,Balcarce,CABLEMODEM,6063010,11683
BUENOS AIRES,Balcarce,Balcarce,DIAL UP,6063010,30
BUENOS AIRES,Balcarce,Balcarce,FIBRA OPTICA,6063010,2353
BUENOS AIRES,Balcarce,Balcarce,Otros,6063010,5
BUENOS AIRES,Balcarce,Balcarce,SATELITAL,6063010,599
BUENOS AIRES,Balcarce,Balcarce,WIRELESS,6063010,883
BUENOS AIRES,Balcarce,Los Pinos,Otros,6063020,9
BUENOS AIRES,Balcarce,Los Pinos,SATELITAL,6063020,58
BUENOS AIRES,Balcarce,Los Pinos,WIRELESS,6063020,30
BUENOS AIRES,Balcarce,Napaleofú,FIBRA OPTICA,6063030,15
BUENOS AIRES,Balcarce,Napaleofú,SATELITAL,6063030,54
BUENOS AIRES,Balcarce,Napaleofú,WIRELESS,6063030,166
BUENOS AIRES,Balcarce,Ramos Otero,SATELITAL,6063040,57
BUENOS AIRES,Balcarce,Ramos Otero,WIRELESS,6063040,8
BUENOS AIRES,Balcarce,San Agustín,Otros,6063050,3
BUENOS AIRES,Balcarce,San Agustín,SATELITAL,6063050,30
BUENOS AIRES,Balcarce,San Agustín,WIRELESS,6063050,72
BUENOS AIRES,Balcarce,Villa Laguna La Brava,SATELITAL,6063060,69
BUENOS AIRES,Balcarce,Villa Laguna La Brava,WIRELESS,6063060,42
BUENOS AIRES,Baradero,Baradero,ADSL,6070010,154
BUENOS AIRES,Baradero,Baradero,CABLEMODEM,6070010,7676
BUENOS AIRES,Baradero,Baradero,CELULAR,6070010,12
BUENOS AIRES,Baradero,Baradero,FIBRA OPTICA,6070010,364
BUENOS AIRES,Baradero,Baradero,SATELITAL,6070010,488
BUENOS AIRES,Baradero,Baradero,WIRELESS,6070010,1925
BUENOS AIRES,Baradero,Irineo Portela,SATELITAL,6070020,41
BUENOS AIRES,Baradero,Irineo Portela,WIRELESS,6070020,92
BUENOS AIRES,Baradero,Santa Coloma,SATELITAL,6070030,78
BUENOS AIRES,Baradero,Santa Coloma,WIRELESS,6070030,55
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),ADSL,6070040,71
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),CELULAR,6070040,2
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),FIBRA OPTICA,6070040,1
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),Otros,6070040,10
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),SATELITAL,6070040,71
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),WIRELESS,6070040,248
BUENOS AIRES,Benito Juárez,Barker,DIAL UP,6084010,1
BUENOS AIRES,Benito Juárez,Barker,FIBRA OPTICA,6084010,11
BUENOS AIRES,Benito Juárez,Barker,SATELITAL,6084010,15
BUENOS AIRES,Benito Juárez,Barker,WIRELESS,6084010,70
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),ADSL,6084020,202
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),DIAL UP,6084020,12
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),FIBRA OPTICA,6084020,2660
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),SATELITAL,6084020,168
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),WIRELESS,6084020,147
BUENOS AIRES,Benito Juárez,López,SATELITAL,6084030,18
BUENOS AIRES,Benito Juárez,López,WIRELESS,6084030,12
BUENOS AIRES,Benito Juárez,Tedín Uriburu,SATELITAL,6084040,58
BUENOS AIRES,Benito Juárez,Tedín Uriburu,WIRELESS,6084040,3
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),FIBRA OPTICA,6084050,20
